locus,"	gene", product,locusNumber
PROKKA_04729_igbot,"	n/a","  ""tricarboxylate transport protein TctC""",PROKKA_04729
PROKKA_04729_sense,"	n/a","  ""tricarboxylate transport protein TctC""",PROKKA_04729
PROKKA_04729_antis,"	n/a","  ""tricarboxylate transport protein TctC""",PROKKA_04729
PROKKA_04730_igtop,"	n/a","  ""membrane protein TctB""",PROKKA_04730
PROKKA_04730_igbot,"	n/a","  ""membrane protein TctB""",PROKKA_04730
PROKKA_04730_sense,"	n/a","  ""membrane protein TctB""",PROKKA_04730
PROKKA_04730_antis,"	n/a","  ""membrane protein TctB""",PROKKA_04730
PROKKA_04731_igtop,"	n/a","  ""tricarboxylate transport protein TctA""",PROKKA_04731
PROKKA_04731_igbot,"	n/a","  ""tricarboxylate transport protein TctA""",PROKKA_04731
PROKKA_04731_sense,"	n/a","  ""tricarboxylate transport protein TctA""",PROKKA_04731
PROKKA_04731_antis,"	n/a","  ""tricarboxylate transport protein TctA""",PROKKA_04731
PROKKA_04732_igtop,"	n/a","  ""membrane protein AbrB""",PROKKA_04732
PROKKA_04732_igbot,"	n/a","  ""membrane protein AbrB""",PROKKA_04732
PROKKA_04732_sense,"	n/a","  ""membrane protein AbrB""",PROKKA_04732
PROKKA_04732_antis,"	n/a","  ""membrane protein AbrB""",PROKKA_04732
PROKKA_04733_igtop,"	ung","  ""uracil-DNA glycosylase""",PROKKA_04733
PROKKA_04733_igbot,"	ung","  ""uracil-DNA glycosylase""",PROKKA_04733
PROKKA_04733_sense,"	ung","  ""uracil-DNA glycosylase""",PROKKA_04733
PROKKA_04733_antis,"	ung","  ""uracil-DNA glycosylase""",PROKKA_04733
PROKKA_04734_igtop,"	n/a","  ""von Willebrand factor A""",PROKKA_04734
PROKKA_04734_igbot,"	n/a","  ""von Willebrand factor A""",PROKKA_04734
PROKKA_04734_sense,"	n/a","  ""von Willebrand factor A""",PROKKA_04734
PROKKA_04734_antis,"	n/a","  ""von Willebrand factor A""",PROKKA_04734
PROKKA_04735_igtop,"	mmsR_4"," ""transcriptional regulator MmsR""",PROKKA_04735
PROKKA_04735_igbot,"	mmsR_4"," ""transcriptional regulator MmsR""",PROKKA_04735
PROKKA_04735_sense,"	mmsR_4"," ""transcriptional regulator MmsR""",PROKKA_04735
PROKKA_04735_antis,"	mmsR_4"," ""transcriptional regulator MmsR""",PROKKA_04735
PROKKA_04736_igtop,"	mmsA_2"," ""methylmalonate-semialdehyde dehydrogenase""",PROKKA_04736
PROKKA_04736_igbot,"	mmsA_2"," ""methylmalonate-semialdehyde dehydrogenase""",PROKKA_04736
PROKKA_04736_sense,"	mmsA_2"," ""methylmalonate-semialdehyde dehydrogenase""",PROKKA_04736
PROKKA_04736_antis,"	mmsA_2"," ""methylmalonate-semialdehyde dehydrogenase""",PROKKA_04736
PROKKA_04737_igtop,"	liuA_15"," ""putative isovaleryl-CoA dehydrogenase""",PROKKA_04737
PROKKA_04737_igbot,"	liuA_15"," ""putative isovaleryl-CoA dehydrogenase""",PROKKA_04737
PROKKA_04737_sense,"	liuA_15"," ""putative isovaleryl-CoA dehydrogenase""",PROKKA_04737
PROKKA_04737_antis,"	liuA_15"," ""putative isovaleryl-CoA dehydrogenase""",PROKKA_04737
PROKKA_04738_igtop,"	faoA_13"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04738
PROKKA_04738_igbot,"	faoA_13"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04738
PROKKA_04738_sense,"	faoA_13"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04738
PROKKA_04738_antis,"	faoA_13"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04738
PROKKA_04739_igtop,"	faoA_14"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04739
PROKKA_04739_igbot,"	faoA_14"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04739
PROKKA_04739_sense,"	faoA_14"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04739
PROKKA_04739_antis,"	faoA_14"," ""fatty-acid oxidation complex alpha-subunit""",PROKKA_04739
PROKKA_04740_igtop,"	mmsB_6"," ""3-hydroxyisobutyrate dehydrogenase""",PROKKA_04740
PROKKA_04740_igbot,"	mmsB_6"," ""3-hydroxyisobutyrate dehydrogenase""",PROKKA_04740
PROKKA_04740_sense,"	mmsB_6"," ""3-hydroxyisobutyrate dehydrogenase""",PROKKA_04740
PROKKA_04740_antis,"	mmsB_6"," ""3-hydroxyisobutyrate dehydrogenase""",PROKKA_04740
PROKKA_04741_igtop,"	n/a","  ""Ion transport 2 domain-containing protein""",PROKKA_04741
PROKKA_04741_igbot,"	n/a","  ""Ion transport 2 domain-containing protein""",PROKKA_04741
PROKKA_04741_sense,"	n/a","  ""Ion transport 2 domain-containing protein""",PROKKA_04741
PROKKA_04741_antis,"	n/a","  ""Ion transport 2 domain-containing protein""",PROKKA_04741
PROKKA_04742_igtop,"	n/a","  ""3-beta hydroxysteroid dehydrogenase/isomerase""",PROKKA_04742
PROKKA_04742_igbot,"	n/a","  ""3-beta hydroxysteroid dehydrogenase/isomerase""",PROKKA_04742
PROKKA_04742_sense,"	n/a","  ""3-beta hydroxysteroid dehydrogenase/isomerase""",PROKKA_04742
PROKKA_04742_antis,"	n/a","  ""3-beta hydroxysteroid dehydrogenase/isomerase""",PROKKA_04742
PROKKA_04743_igtop,"	sdsA1"," ""SDS hydrolase SdsA1""",PROKKA_04743
PROKKA_04743_igbot,"	sdsA1"," ""SDS hydrolase SdsA1""",PROKKA_04743
PROKKA_04743_sense,"	sdsA1"," ""SDS hydrolase SdsA1""",PROKKA_04743
PROKKA_04743_antis,"	sdsA1"," ""SDS hydrolase SdsA1""",PROKKA_04743
PROKKA_04744_igtop,"	cynR_13"," ""transcriptional regulator CynR""",PROKKA_04744
PROKKA_04744_igbot,"	cynR_13"," ""transcriptional regulator CynR""",PROKKA_04744
PROKKA_04744_sense,"	cynR_13"," ""transcriptional regulator CynR""",PROKKA_04744
PROKKA_04744_antis,"	cynR_13"," ""transcriptional regulator CynR""",PROKKA_04744
PROKKA_04745_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04745
PROKKA_04745_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04745
PROKKA_04745_sense,"	n/a","  ""hypothetical protein""",PROKKA_04745
PROKKA_04745_antis,"	n/a","  ""hypothetical protein""",PROKKA_04745
PROKKA_04746_igtop,"	n/a","  ""putative membrane protein""",PROKKA_04746
PROKKA_04746_igbot,"	n/a","  ""putative membrane protein""",PROKKA_04746
PROKKA_04746_sense,"	n/a","  ""putative membrane protein""",PROKKA_04746
PROKKA_04746_antis,"	n/a","  ""putative membrane protein""",PROKKA_04746
PROKKA_04747_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04747
PROKKA_04747_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04747
PROKKA_04747_sense,"	n/a","  ""hypothetical protein""",PROKKA_04747
PROKKA_04747_antis,"	n/a","  ""hypothetical protein""",PROKKA_04747
PROKKA_04748_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04748
PROKKA_04748_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04748
PROKKA_04748_sense,"	n/a","  ""hypothetical protein""",PROKKA_04748
PROKKA_04748_antis,"	n/a","  ""hypothetical protein""",PROKKA_04748
PROKKA_04749_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04749
PROKKA_04749_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04749
PROKKA_04749_sense,"	n/a","  ""hypothetical protein""",PROKKA_04749
PROKKA_04749_antis,"	n/a","  ""hypothetical protein""",PROKKA_04749
PROKKA_04750_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04750
PROKKA_04750_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04750
PROKKA_04750_sense,"	n/a","  ""hypothetical protein""",PROKKA_04750
PROKKA_04750_antis,"	n/a","  ""hypothetical protein""",PROKKA_04750
PROKKA_04751_igtop,"	n/a","  ""DNA or RNA helicases of superfamily II""",PROKKA_04751
PROKKA_04751_igbot,"	n/a","  ""DNA or RNA helicases of superfamily II""",PROKKA_04751
PROKKA_04751_sense,"	n/a","  ""DNA or RNA helicases of superfamily II""",PROKKA_04751
PROKKA_04751_antis,"	n/a","  ""DNA or RNA helicases of superfamily II""",PROKKA_04751
PROKKA_04752_igtop,"	n/a","  ""putative pseudouridylate synthase""",PROKKA_04752
PROKKA_04752_igbot,"	n/a","  ""putative pseudouridylate synthase""",PROKKA_04752
PROKKA_04752_sense,"	n/a","  ""putative pseudouridylate synthase""",PROKKA_04752
PROKKA_04752_antis,"	n/a","  ""putative pseudouridylate synthase""",PROKKA_04752
PROKKA_04753_igtop,"	n/a","  ""L-D-transpeptidase catalytic domain""",PROKKA_04753
PROKKA_04753_igbot,"	n/a","  ""L-D-transpeptidase catalytic domain""",PROKKA_04753
PROKKA_04753_sense,"	n/a","  ""L-D-transpeptidase catalytic domain""",PROKKA_04753
PROKKA_04753_antis,"	n/a","  ""L-D-transpeptidase catalytic domain""",PROKKA_04753
PROKKA_04754_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04754
PROKKA_04754_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04754
PROKKA_04754_sense,"	n/a","  ""hypothetical protein""",PROKKA_04754
PROKKA_04754_antis,"	n/a","  ""hypothetical protein""",PROKKA_04754
PROKKA_04755_igtop,"	rhlA_2"," ""rhamnosyltransferase chain A""",PROKKA_04755
PROKKA_04755_igbot,"	rhlA_2"," ""rhamnosyltransferase chain A""",PROKKA_04755
PROKKA_04755_sense,"	rhlA_2"," ""rhamnosyltransferase chain A""",PROKKA_04755
PROKKA_04755_antis,"	rhlA_2"," ""rhamnosyltransferase chain A""",PROKKA_04755
PROKKA_04756_igtop,"	n/a","  ""tRNA-Gly""",PROKKA_04756
PROKKA_04756_igbot,"	n/a","  ""tRNA-Gly""",PROKKA_04756
PROKKA_04756_sense,"	n/a","  ""tRNA-Gly""",PROKKA_04756
PROKKA_04756_antis,"	n/a","  ""tRNA-Gly""",PROKKA_04756
PROKKA_04757_igtop,"	n/a","  ""zeta toxin""",PROKKA_04757
PROKKA_04757_igbot,"	n/a","  ""zeta toxin""",PROKKA_04757
PROKKA_04757_sense,"	n/a","  ""zeta toxin""",PROKKA_04757
PROKKA_04757_antis,"	n/a","  ""zeta toxin""",PROKKA_04757
PROKKA_04758_igtop,"	n/a","  ""presumed portal vertex protein""",PROKKA_04758
PROKKA_04758_igbot,"	n/a","  ""presumed portal vertex protein""",PROKKA_04758
PROKKA_04758_sense,"	n/a","  ""presumed portal vertex protein""",PROKKA_04758
PROKKA_04758_antis,"	n/a","  ""presumed portal vertex protein""",PROKKA_04758
PROKKA_04759_igtop,"	n/a","  ""terminase ATPase subunit""",PROKKA_04759
PROKKA_04759_igbot,"	n/a","  ""terminase ATPase subunit""",PROKKA_04759
PROKKA_04759_sense,"	n/a","  ""terminase ATPase subunit""",PROKKA_04759
PROKKA_04759_antis,"	n/a","  ""terminase ATPase subunit""",PROKKA_04759
PROKKA_04760_igtop,"	n/a","  ""putative capsid scafolding protein""",PROKKA_04760
PROKKA_04760_igbot,"	n/a","  ""putative capsid scafolding protein""",PROKKA_04760
PROKKA_04760_sense,"	n/a","  ""putative capsid scafolding protein""",PROKKA_04760
PROKKA_04760_antis,"	n/a","  ""putative capsid scafolding protein""",PROKKA_04760
PROKKA_04761_igtop,"	n/a","  ""phage P2 major capsid gpN-like protein""",PROKKA_04761
PROKKA_04761_igbot,"	n/a","  ""phage P2 major capsid gpN-like protein""",PROKKA_04761
PROKKA_04761_sense,"	n/a","  ""phage P2 major capsid gpN-like protein""",PROKKA_04761
PROKKA_04761_antis,"	n/a","  ""phage P2 major capsid gpN-like protein""",PROKKA_04761
PROKKA_04762_igtop,"	n/a","  ""phage P2 small terminase subunit gpM-like protein""",PROKKA_04762
PROKKA_04762_igbot,"	n/a","  ""phage P2 small terminase subunit gpM-like protein""",PROKKA_04762
PROKKA_04762_sense,"	n/a","  ""phage P2 small terminase subunit gpM-like protein""",PROKKA_04762
PROKKA_04762_antis,"	n/a","  ""phage P2 small terminase subunit gpM-like protein""",PROKKA_04762
PROKKA_04763_igtop,"	n/a","  ""phage P2 capsid completion gpL-like protein""",PROKKA_04763
PROKKA_04763_igbot,"	n/a","  ""phage P2 capsid completion gpL-like protein""",PROKKA_04763
PROKKA_04763_sense,"	n/a","  ""phage P2 capsid completion gpL-like protein""",PROKKA_04763
PROKKA_04763_antis,"	n/a","  ""phage P2 capsid completion gpL-like protein""",PROKKA_04763
PROKKA_04764_igtop,"	n/a","  ""phage P2 tail gpX-like protein""",PROKKA_04764
PROKKA_04764_igbot,"	n/a","  ""phage P2 tail gpX-like protein""",PROKKA_04764
PROKKA_04764_sense,"	n/a","  ""phage P2 tail gpX-like protein""",PROKKA_04764
PROKKA_04764_antis,"	n/a","  ""phage P2 tail gpX-like protein""",PROKKA_04764
PROKKA_04765_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04765
PROKKA_04765_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04765
PROKKA_04765_sense,"	n/a","  ""hypothetical protein""",PROKKA_04765
PROKKA_04765_antis,"	n/a","  ""hypothetical protein""",PROKKA_04765
PROKKA_04766_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04766
PROKKA_04766_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04766
PROKKA_04766_sense,"	n/a","  ""hypothetical protein""",PROKKA_04766
PROKKA_04766_antis,"	n/a","  ""hypothetical protein""",PROKKA_04766
PROKKA_04767_igtop,"	n/a","  ""PG-binding-1 domain-containing protein""",PROKKA_04767
PROKKA_04767_igbot,"	n/a","  ""PG-binding-1 domain-containing protein""",PROKKA_04767
PROKKA_04767_sense,"	n/a","  ""PG-binding-1 domain-containing protein""",PROKKA_04767
PROKKA_04767_antis,"	n/a","  ""PG-binding-1 domain-containing protein""",PROKKA_04767
PROKKA_04768_igtop,"	n/a","  ""phage P2 LysB-like protein""",PROKKA_04768
PROKKA_04768_igbot,"	n/a","  ""phage P2 LysB-like protein""",PROKKA_04768
PROKKA_04768_sense,"	n/a","  ""phage P2 LysB-like protein""",PROKKA_04768
PROKKA_04768_antis,"	n/a","  ""phage P2 LysB-like protein""",PROKKA_04768
PROKKA_04769_igtop,"	n/a","  ""P2 phage tail completion protein R (GpR)""",PROKKA_04769
PROKKA_04769_igbot,"	n/a","  ""P2 phage tail completion protein R (GpR)""",PROKKA_04769
PROKKA_04769_sense,"	n/a","  ""P2 phage tail completion protein R (GpR)""",PROKKA_04769
PROKKA_04769_antis,"	n/a","  ""P2 phage tail completion protein R (GpR)""",PROKKA_04769
PROKKA_04770_igtop,"	n/a","  ""phage P2 essential tail completion gpS-like protein""",PROKKA_04770
PROKKA_04770_igbot,"	n/a","  ""phage P2 essential tail completion gpS-like protein""",PROKKA_04770
PROKKA_04770_sense,"	n/a","  ""phage P2 essential tail completion gpS-like protein""",PROKKA_04770
PROKKA_04770_antis,"	n/a","  ""phage P2 essential tail completion gpS-like protein""",PROKKA_04770
PROKKA_04771_igtop,"	n/a","  ""phage P2 baseplate assembly gpV-like protein""",PROKKA_04771
PROKKA_04771_igbot,"	n/a","  ""phage P2 baseplate assembly gpV-like protein""",PROKKA_04771
PROKKA_04771_sense,"	n/a","  ""phage P2 baseplate assembly gpV-like protein""",PROKKA_04771
PROKKA_04771_antis,"	n/a","  ""phage P2 baseplate assembly gpV-like protein""",PROKKA_04771
PROKKA_04772_igtop,"	n/a","  ""phage P2 baseplate assembly gpW-like protein""",PROKKA_04772
PROKKA_04772_igbot,"	n/a","  ""phage P2 baseplate assembly gpW-like protein""",PROKKA_04772
PROKKA_04772_sense,"	n/a","  ""phage P2 baseplate assembly gpW-like protein""",PROKKA_04772
PROKKA_04772_antis,"	n/a","  ""phage P2 baseplate assembly gpW-like protein""",PROKKA_04772
PROKKA_04773_igtop,"	n/a","  ""baseplate J family protein""",PROKKA_04773
PROKKA_04773_igbot,"	n/a","  ""baseplate J family protein""",PROKKA_04773
PROKKA_04773_sense,"	n/a","  ""baseplate J family protein""",PROKKA_04773
PROKKA_04773_antis,"	n/a","  ""baseplate J family protein""",PROKKA_04773
PROKKA_04774_igtop,"	n/a","  ""tail formation-like protein""",PROKKA_04774
PROKKA_04774_igbot,"	n/a","  ""tail formation-like protein""",PROKKA_04774
PROKKA_04774_sense,"	n/a","  ""tail formation-like protein""",PROKKA_04774
PROKKA_04774_antis,"	n/a","  ""tail formation-like protein""",PROKKA_04774
PROKKA_04775_igtop,"	n/a","  ""tail fiber protein H""",PROKKA_04775
PROKKA_04775_igbot,"	n/a","  ""tail fiber protein H""",PROKKA_04775
PROKKA_04775_sense,"	n/a","  ""tail fiber protein H""",PROKKA_04775
PROKKA_04775_antis,"	n/a","  ""tail fiber protein H""",PROKKA_04775
PROKKA_04776_igtop,"	n/a","  ""prophage tail fimber assembly protein""",PROKKA_04776
PROKKA_04776_igbot,"	n/a","  ""prophage tail fimber assembly protein""",PROKKA_04776
PROKKA_04776_sense,"	n/a","  ""prophage tail fimber assembly protein""",PROKKA_04776
PROKKA_04776_antis,"	n/a","  ""prophage tail fimber assembly protein""",PROKKA_04776
PROKKA_04777_igtop,"	n/a","  ""tail sheath protein""",PROKKA_04777
PROKKA_04777_igbot,"	n/a","  ""tail sheath protein""",PROKKA_04777
PROKKA_04777_sense,"	n/a","  ""tail sheath protein""",PROKKA_04777
PROKKA_04777_antis,"	n/a","  ""tail sheath protein""",PROKKA_04777
PROKKA_04778_igtop,"	n/a","  ""phage P2 FII-like protein""",PROKKA_04778
PROKKA_04778_igbot,"	n/a","  ""phage P2 FII-like protein""",PROKKA_04778
PROKKA_04778_sense,"	n/a","  ""phage P2 FII-like protein""",PROKKA_04778
PROKKA_04778_antis,"	n/a","  ""phage P2 FII-like protein""",PROKKA_04778
PROKKA_04779_igtop,"	n/a","  ""phage-related tail protein""",PROKKA_04779
PROKKA_04779_igbot,"	n/a","  ""phage-related tail protein""",PROKKA_04779
PROKKA_04779_sense,"	n/a","  ""phage-related tail protein""",PROKKA_04779
PROKKA_04779_antis,"	n/a","  ""phage-related tail protein""",PROKKA_04779
PROKKA_04780_igtop,"	n/a","  ""phage tail fiber protein""",PROKKA_04780
PROKKA_04780_igbot,"	n/a","  ""phage tail fiber protein""",PROKKA_04780
PROKKA_04780_sense,"	n/a","  ""phage tail fiber protein""",PROKKA_04780
PROKKA_04780_antis,"	n/a","  ""phage tail fiber protein""",PROKKA_04780
PROKKA_04781_igtop,"	n/a","  ""phage P2 GpU protein""",PROKKA_04781
PROKKA_04781_igbot,"	n/a","  ""phage P2 GpU protein""",PROKKA_04781
PROKKA_04781_sense,"	n/a","  ""phage P2 GpU protein""",PROKKA_04781
PROKKA_04781_antis,"	n/a","  ""phage P2 GpU protein""",PROKKA_04781
PROKKA_04782_igtop,"	n/a","  ""phage late control gene D protein-like protein""",PROKKA_04782
PROKKA_04782_igbot,"	n/a","  ""phage late control gene D protein-like protein""",PROKKA_04782
PROKKA_04782_sense,"	n/a","  ""phage late control gene D protein-like protein""",PROKKA_04782
PROKKA_04782_antis,"	n/a","  ""phage late control gene D protein-like protein""",PROKKA_04782
PROKKA_04783_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04783
PROKKA_04783_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04783
PROKKA_04783_sense,"	n/a","  ""hypothetical protein""",PROKKA_04783
PROKKA_04783_antis,"	n/a","  ""hypothetical protein""",PROKKA_04783
PROKKA_04784_igtop,"	n/a","  ""nucleoid-associated protein ndpA""",PROKKA_04784
PROKKA_04784_igbot,"	n/a","  ""nucleoid-associated protein ndpA""",PROKKA_04784
PROKKA_04784_sense,"	n/a","  ""nucleoid-associated protein ndpA""",PROKKA_04784
PROKKA_04784_antis,"	n/a","  ""nucleoid-associated protein ndpA""",PROKKA_04784
PROKKA_04785_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04785
PROKKA_04785_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04785
PROKKA_04785_sense,"	n/a","  ""hypothetical protein""",PROKKA_04785
PROKKA_04785_antis,"	n/a","  ""hypothetical protein""",PROKKA_04785
PROKKA_04786_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04786
PROKKA_04786_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04786
PROKKA_04786_sense,"	n/a","  ""hypothetical protein""",PROKKA_04786
PROKKA_04786_antis,"	n/a","  ""hypothetical protein""",PROKKA_04786
PROKKA_04787_igtop,"	n/a","  ""phage-associated protein BcepMu gp16 family""",PROKKA_04787
PROKKA_04787_igbot,"	n/a","  ""phage-associated protein BcepMu gp16 family""",PROKKA_04787
PROKKA_04787_sense,"	n/a","  ""phage-associated protein BcepMu gp16 family""",PROKKA_04787
PROKKA_04787_antis,"	n/a","  ""phage-associated protein BcepMu gp16 family""",PROKKA_04787
PROKKA_04788_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04788
PROKKA_04788_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04788
PROKKA_04788_sense,"	n/a","  ""hypothetical protein""",PROKKA_04788
PROKKA_04788_antis,"	n/a","  ""hypothetical protein""",PROKKA_04788
PROKKA_04789_igtop,"	n/a","  ""transcriptional activator Ogr/delta""",PROKKA_04789
PROKKA_04789_igbot,"	n/a","  ""transcriptional activator Ogr/delta""",PROKKA_04789
PROKKA_04789_sense,"	n/a","  ""transcriptional activator Ogr/delta""",PROKKA_04789
PROKKA_04789_antis,"	n/a","  ""transcriptional activator Ogr/delta""",PROKKA_04789
PROKKA_04790_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04790
PROKKA_04790_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04790
PROKKA_04790_sense,"	n/a","  ""hypothetical protein""",PROKKA_04790
PROKKA_04790_antis,"	n/a","  ""hypothetical protein""",PROKKA_04790
PROKKA_04791_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04791
PROKKA_04791_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04791
PROKKA_04791_sense,"	n/a","  ""hypothetical protein""",PROKKA_04791
PROKKA_04791_antis,"	n/a","  ""hypothetical protein""",PROKKA_04791
PROKKA_04792_igtop,"	n/a","  ""DNA primase-like protein""",PROKKA_04792
PROKKA_04792_igbot,"	n/a","  ""DNA primase-like protein""",PROKKA_04792
PROKKA_04792_sense,"	n/a","  ""DNA primase-like protein""",PROKKA_04792
PROKKA_04792_antis,"	n/a","  ""DNA primase-like protein""",PROKKA_04792
PROKKA_04793_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04793
PROKKA_04793_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04793
PROKKA_04793_sense,"	n/a","  ""hypothetical protein""",PROKKA_04793
PROKKA_04793_antis,"	n/a","  ""hypothetical protein""",PROKKA_04793
PROKKA_04794_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04794
PROKKA_04794_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04794
PROKKA_04794_sense,"	n/a","  ""hypothetical protein""",PROKKA_04794
PROKKA_04794_antis,"	n/a","  ""hypothetical protein""",PROKKA_04794
PROKKA_04795_igtop,"	ptrB_2"," ""repressor PtrB""",PROKKA_04795
PROKKA_04795_igbot,"	ptrB_2"," ""repressor PtrB""",PROKKA_04795
PROKKA_04795_sense,"	ptrB_2"," ""repressor PtrB""",PROKKA_04795
PROKKA_04795_antis,"	ptrB_2"," ""repressor PtrB""",PROKKA_04795
PROKKA_04796_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04796
PROKKA_04796_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04796
PROKKA_04796_sense,"	n/a","  ""hypothetical protein""",PROKKA_04796
PROKKA_04796_antis,"	n/a","  ""hypothetical protein""",PROKKA_04796
PROKKA_04797_igtop,"	n/a","  ""C-5 cytosine-specific DNA methylase""",PROKKA_04797
PROKKA_04797_igbot,"	n/a","  ""C-5 cytosine-specific DNA methylase""",PROKKA_04797
PROKKA_04797_sense,"	n/a","  ""C-5 cytosine-specific DNA methylase""",PROKKA_04797
PROKKA_04797_antis,"	n/a","  ""C-5 cytosine-specific DNA methylase""",PROKKA_04797
PROKKA_04798_igtop,"	n/a","  ""phosphoadenosine phosphosulfate reductase""",PROKKA_04798
PROKKA_04798_igbot,"	n/a","  ""phosphoadenosine phosphosulfate reductase""",PROKKA_04798
